age,geographic_location,marital_status,number_of_dependents,occupation,employment_type,monthly_income,job_stability,total_debt,credit_score,savings_investments,monthly_fixed_expenses,monthly_variable_expenses,saving_goals_short_long_term,investment_preferences,risk_tolerance,financial_priorities,use_of_financial_management_tools,payment_history,experiences_with_financial_advising,label
65,Rural,Widowed,3,Retired,Contract,2239.500179973724,14,29366.709788756485,670,6049.025054803312,2399.7468138504773,848.121587492508,21395.31841514643,Cryptocurrency,Medium,Retirement,False,Average,False,Invest in Stocks
53,Suburban,Widowed,1,Retired,Full-Time,6007.345655749317,4,20818.420770574903,517,14215.116222446284,1879.584971389108,925.5176813232652,20904.974847209047,Cryptocurrency,High,Retirement,False,Average,True,Increase Savings
37,Rural,Widowed,1,Self-Employed,Intern,1526.9011638980596,29,26785.99127155544,739,14856.429049722696,1662.8596163103712,920.7651767592289,10202.867219324922,Cryptocurrency,High,Travel,False,Poor,False,Increase Savings
30,Urban,Married,3,Self-Employed,Intern,1954.301923726523,21,44221.94568629039,310,13719.450546288204,1829.54759910894,586.1496865405239,5220.314688795388,Cryptocurrency,Medium,Healthcare,False,Good,False,Invest in Stocks
36,Suburban,Married,1,Self-Employed,Intern,4167.975284670216,27,3097.387169471993,458,6231.304081107081,1502.737945955677,766.8282682320134,12539.322308684175,Bonds,Low,Healthcare,True,Average,False,Invest in Stocks
67,Suburban,Married,3,Retired,Part-Time,8095.7410290292155,20,14598.738221435397,584,11685.446764327611,2077.114693048099,826.3895338827128,11189.977170287904,Real Estate,Medium,Healthcare,True,Good,True,Invest in Stocks
28,Suburban,Married,3,Employed,Full-Time,6527.493695606129,18,14754.634633340596,673,6945.572698673516,2167.5682607513636,464.2618745279957,19361.286975526145,Bonds,Medium,Save for House,False,Average,True,Reduce Expenses
52,Suburban,Single,4,Self-Employed,Part-Time,6342.095469355801,15,9938.622256031336,817,11644.367268524187,1900.8857780469928,464.08506554406677,338.84429586473925,Cryptocurrency,Medium,Save for House,True,Average,True,Reduce Expenses
51,Suburban,Single,2,Student,Full-Time,2839.8246139409803,7,5651.2998677806045,849,9566.018816385043,1263.570283037236,694.0470809764365,14282.543182852161,None,Low,Retirement,False,Poor,True,Invest in Stocks
61,Suburban,Divorced,1,Self-Employed,Contract,877.629417837783,14,28969.088090016732,797,3425.255366814592,1756.0706544794061,1300.1443211638061,18766.87999640693,Stocks,Medium,Healthcare,True,Poor,True,Increase Savings
21,Urban,Married,2,Unemployed,Part-Time,4685.912249361814,23,13148.384092806857,758,1084.850434146956,2576.584944398779,794.2938803619263,17753.23664819826,Cryptocurrency,Low,Save for House,False,Good,False,Invest in Stocks
30,Suburban,Divorced,4,Employed,Part-Time,5013.105297231779,5,29166.43918827371,620,9550.159689716767,1458.0534835578653,728.3226565521641,1503.6744896336204,Real Estate,Low,Travel,True,Good,True,Increase Savings
54,Urban,Widowed,0,Unemployed,Full-Time,5844.2405852573875,12,13093.194259123742,411,15130.776251737063,1350.458019427136,721.1684298797933,16097.258203339648,None,High,Save for House,True,Poor,False,Reduce Expenses
19,Rural,Married,3,Unemployed,Part-Time,4258.371087088179,16,1069.7118428533904,703,0.0,1279.591595020451,839.5365600495486,12499.922422315074,Stocks,Medium,Education,False,Good,True,Invest in Stocks
67,Urban,Single,1,Self-Employed,Intern,4730.721785885437,25,37970.709119573614,326,4469.380645505112,2124.081242034282,157.06083647672313,28246.688417934325,Real Estate,Low,Save for House,False,Good,False,Reduce Expenses
18,Rural,Married,0,Unemployed,Contract,5166.171931622822,3,46976.18122890974,373,3481.0524691304927,1683.3374714654437,954.8281267413477,25622.334955199338,Bonds,Medium,Education,False,Average,False,Invest in Stocks
57,Suburban,Widowed,0,Unemployed,Full-Time,4749.461161434025,29,23370.182829103753,616,16932.6814969369,2520.4531861368077,599.5983926669269,21666.080325028885,Bonds,Medium,Healthcare,False,Good,False,Reduce Expenses
42,Urban,Divorced,1,Employed,Intern,5070.518667623381,1,27846.2798845579,327,10542.16615271344,1229.1318673417998,685.7488449586508,16983.168498951083,None,High,Education,False,Poor,False,Invest in Stocks
54,Urban,Married,0,Self-Employed,Part-Time,2530.7947521392853,16,46051.50565852369,505,5124.481634136296,1870.0777165267657,487.4108685452154,1648.7265095029798,Stocks,High,Healthcare,False,Poor,False,Invest in Stocks
53,Urban,Single,3,Employed,Full-Time,5249.486841300669,25,27629.8023239435,738,12385.663552026717,1372.6377460832307,459.9199963917925,5679.449116952546,Cryptocurrency,Low,Education,False,Good,True,Invest in Stocks
23,Rural,Widowed,3,Retired,Intern,5673.139172472567,5,37475.58269420022,675,8764.470521329094,1812.3496230406063,593.9122439079622,33955.176845663664,None,Medium,Retirement,True,Good,False,Increase Savings
24,Suburban,Widowed,3,Self-Employed,Full-Time,7072.221926417906,18,30696.804747989037,306,9086.042468789823,1767.77894777819,1015.4000940066461,27551.103898434092,Stocks,Medium,Education,True,Average,False,Reduce Expenses
21,Urban,Divorced,4,Unemployed,Intern,5363.667104259992,9,39799.65355813716,506,13323.472844324247,1878.1938956624333,1109.525472249778,33890.65211285968,Stocks,Low,Retirement,False,Average,True,Invest in Stocks
52,Rural,Married,0,Self-Employed,Intern,3877.4444295094804,4,24666.64125957184,637,13086.084378906282,954.3006622765222,673.9677478496895,26197.774168032098,None,High,Save for House,True,Average,False,Reduce Expenses
58,Urban,Single,3,Self-Employed,Intern,5617.371131075464,16,24483.985693131668,755,3697.577681523534,2375.7407992165377,707.8060237391069,42942.818962311096,None,Low,Education,False,Poor,True,Reduce Expenses
51,Urban,Married,4,Retired,Part-Time,6036.051434085219,3,29130.090490099807,314,18201.522848181925,2039.095293547186,975.2654613301929,20365.212076581905,None,Low,Travel,False,Average,False,Increase Savings
46,Urban,Single,3,Employed,Full-Time,5664.287288625569,16,0.0,524,12475.673830070355,1021.1190429003743,822.9614307649802,7787.595352890739,None,High,Travel,False,Poor,False,Reduce Expenses
22,Urban,Divorced,3,Self-Employed,Full-Time,3451.685978187359,5,6900.254918740791,605,15608.325272046186,533.9389040667595,476.03704654009755,11325.85723180664,Cryptocurrency,Low,Retirement,True,Good,False,Reduce Expenses
44,Rural,Widowed,1,Self-Employed,Full-Time,8161.469231953219,28,40415.62768841293,431,4527.56521650422,1330.1885322457276,844.0706476180485,25773.676560501965,None,Medium,Education,False,Average,False,Reduce Expenses
50,Suburban,Divorced,3,Student,Intern,7664.470129143286,8,41309.821413458616,528,2998.7740213530715,1887.294694981044,1043.8596348685785,0.0,Bonds,Medium,Healthcare,False,Poor,False,Increase Savings
63,Suburban,Widowed,3,Self-Employed,Contract,3702.078250676558,9,26455.612453922542,677,8479.205609686642,1315.9811794790974,332.8682890578128,22211.273099368012,None,High,Travel,False,Average,False,Increase Savings
69,Urban,Married,3,Employed,Contract,6958.767067374799,17,5720.124841201612,827,7881.003611037095,2453.422384851428,685.58319872812,18191.670879066656,None,High,Healthcare,False,Average,False,Reduce Expenses
27,Rural,Widowed,3,Student,Contract,2691.328060164649,10,38041.51790921409,532,5618.336317346514,1870.0345921152325,460.0321485289058,15797.008563292193,Bonds,Low,Save for House,True,Good,True,Increase Savings
23,Suburban,Single,3,Unemployed,Part-Time,3880.973126778523,6,21198.893975244813,401,12545.388427327242,342.0973418428621,941.6915913654466,0.0,Cryptocurrency,High,Travel,False,Poor,True,Reduce Expenses
51,Suburban,Divorced,2,Unemployed,Intern,413.56578697357054,15,2446.0827193093064,378,6483.289747969013,1167.3895424129478,816.3411786955203,18114.39673123193,None,High,Travel,False,Average,False,Increase Savings
25,Urban,Widowed,2,Self-Employed,Full-Time,2821.468486539573,23,29293.14236379031,687,6848.753652549265,1467.9246982008804,1012.2536004503281,16923.908191360624,Stocks,Low,Travel,False,Poor,False,Increase Savings
48,Urban,Widowed,4,Employed,Part-Time,4687.540646630441,12,33387.33506835007,780,13418.564519350539,1668.477151852016,893.9309873362703,19359.231674950872,Cryptocurrency,Medium,Save for House,False,Good,False,Increase Savings
26,Rural,Married,4,Self-Employed,Part-Time,4495.126037034896,20,33141.72149187824,613,6635.320908861021,1149.2248436548293,1289.5954409087244,34575.32936729543,None,Low,Save for House,False,Average,False,Increase Savings
38,Suburban,Married,4,Unemployed,Contract,5291.80503135826,3,15356.28631729318,700,1165.5745965205879,1779.8774540250865,123.45236327969724,16504.479298420712,None,High,Save for House,True,Good,True,Invest in Stocks
25,Urban,Married,2,Self-Employed,Contract,2965.3218763803097,7,12205.936413472384,529,4758.874841081822,2164.281604393156,174.84531228237302,17950.773288938086,Stocks,High,Travel,False,Good,False,Invest in Stocks
21,Rural,Single,4,Self-Employed,Full-Time,3874.315702699233,3,396.9253579446049,496,8995.742524410703,2338.8712475918255,813.5400846013125,24157.6603994425,Real Estate,High,Save for House,False,Poor,False,Reduce Expenses
39,Rural,Married,1,Unemployed,Part-Time,2981.401377319564,11,42793.98279780783,676,11920.553857876435,1213.2618491863552,762.7093829541427,24384.621984530786,Real Estate,Medium,Education,True,Good,False,Increase Savings
45,Rural,Widowed,0,Unemployed,Part-Time,5580.043901971517,5,23192.92080735362,779,1710.1998791471924,1758.6410547532985,388.8241206555289,7874.935963707754,Cryptocurrency,Low,Healthcare,True,Average,False,Reduce Expenses
62,Suburban,Single,1,Student,Intern,7559.594291219546,12,43497.46821332906,324,394.9458437858939,1672.9875450193015,745.9210706981789,16579.99836624709,Bonds,High,Save for House,True,Good,False,Invest in Stocks
21,Suburban,Married,0,Student,Intern,6366.864576546499,26,16116.418986158878,568,3243.01572049093,877.5580739759013,579.6023426914408,2212.8946649344107,Cryptocurrency,Medium,Education,True,Average,True,Increase Savings
56,Suburban,Widowed,0,Employed,Full-Time,5060.23841760356,11,45672.33481849924,835,0.0,1271.048465481626,1039.451436056243,16094.312450065978,Real Estate,High,Save for House,True,Average,True,Invest in Stocks
38,Rural,Single,3,Employed,Contract,6980.719382249808,9,0.0,697,10356.096680845068,1823.237359453711,635.0238954089325,0.0,Stocks,Medium,Travel,False,Average,True,Increase Savings
25,Rural,Widowed,4,Unemployed,Contract,4676.548421085549,11,22452.417752720346,600,16309.384516587223,914.2729617345952,706.9311307165859,22941.479859083418,Real Estate,Medium,Education,False,Average,False,Increase Savings
37,Urban,Married,0,Employed,Contract,1336.8080895602366,27,7803.244657502579,638,7020.3535850358,2324.924758970108,350.79823242236836,40531.481769149104,Bonds,Medium,Education,True,Poor,True,Reduce Expenses
49,Urban,Married,3,Employed,Contract,8012.68275228044,4,10919.681305468828,580,8629.780082956713,1601.943732366992,1596.4286418570064,27127.61249072972,Cryptocurrency,Medium,Education,False,Good,True,Reduce Expenses
18,Suburban,Single,1,Student,Full-Time,6431.68701620924,15,87.14292824874065,792,6466.318829521031,1410.23262097029,509.2960795170383,15844.454958684564,None,High,Education,True,Average,False,Increase Savings
23,Suburban,Divorced,3,Unemployed,Full-Time,4453.67218394438,0,10337.42577752809,666,10573.629760261634,1164.4313696477238,223.69619121506264,4158.340828692089,Cryptocurrency,Low,Education,True,Poor,True,Reduce Expenses
45,Urban,Widowed,0,Student,Full-Time,1841.3250076084541,16,48633.25152807814,823,5777.941797787702,2060.20669118463,999.7949570481408,7966.051767608247,Real Estate,Low,Retirement,False,Poor,True,Reduce Expenses
61,Suburban,Widowed,3,Self-Employed,Intern,5830.044861311998,22,11546.820354476034,556,10270.624440074918,1929.4364975009166,962.697921632358,21445.359508084723,Bonds,Low,Healthcare,False,Average,False,Invest in Stocks
48,Urban,Divorced,3,Unemployed,Full-Time,1689.2501951940017,1,36237.0883097038,363,2279.952133720508,1339.8916275467666,714.147086926829,986.0844206873662,Stocks,Medium,Education,False,Poor,False,Increase Savings
27,Urban,Divorced,1,Retired,Full-Time,5257.590047987947,13,0.0,827,18512.79309166219,1457.7299927402137,549.975284343104,13801.320958407632,Stocks,High,Education,True,Poor,False,Increase Savings
37,Urban,Widowed,1,Employed,Intern,3964.7336051770794,11,56618.24238974793,807,10040.081400633788,1568.251130242628,390.5719364150202,13224.216757956674,Bonds,Medium,Healthcare,True,Poor,False,Reduce Expenses
25,Rural,Single,0,Employed,Intern,4276.0671006869325,7,19740.723711990726,717,8401.51479943306,1351.7108608291087,913.0241955800101,33125.63807029686,Cryptocurrency,Medium,Save for House,False,Good,True,Increase Savings
39,Suburban,Divorced,3,Unemployed,Contract,7069.241464007266,17,33684.230413574245,661,3030.695809799642,2365.936866410878,1265.546122915338,14014.082271148447,Bonds,Low,Healthcare,True,Poor,False,Invest in Stocks
55,Rural,Married,2,Retired,Contract,6393.8283834943395,5,38594.87746058496,646,8227.601241468057,840.6595308135721,792.546335667989,13586.003729394019,Stocks,High,Education,True,Average,False,Invest in Stocks
46,Suburban,Single,3,Unemployed,Intern,3241.0773561290935,9,11399.488991492106,407,4883.605028841838,2254.5611029579222,1017.7128697572083,25402.0680242593,Bonds,High,Travel,True,Good,False,Reduce Expenses
26,Rural,Divorced,0,Employed,Part-Time,1579.476969675312,6,26373.34230303255,695,10676.92160669325,913.6441642594,1267.4898036240877,0.0,Stocks,High,Education,True,Good,True,Increase Savings
61,Suburban,Married,2,Employed,Contract,2521.4190882276575,3,15931.099771521134,649,10911.633608712105,1500.032953577805,948.5443923445985,0.0,None,Low,Retirement,False,Average,True,Invest in Stocks
64,Suburban,Married,3,Unemployed,Intern,2846.518137407505,17,9746.48682662241,611,9456.584881336465,1922.9478329344179,768.0342282737449,27393.80210706615,Cryptocurrency,Medium,Retirement,True,Average,True,Invest in Stocks
18,Urban,Widowed,1,Self-Employed,Part-Time,6906.968895896711,17,0.0,502,15653.386532433342,1720.6019821183925,1142.63206552122,12784.269903798271,Bonds,Medium,Retirement,True,Poor,False,Increase Savings
58,Rural,Single,0,Student,Contract,5209.844228713686,15,18479.383580869286,577,10710.736915594176,1280.1893649475446,977.4815769988743,36438.10380649738,None,High,Healthcare,False,Poor,False,Reduce Expenses
69,Rural,Divorced,3,Unemployed,Contract,9191.212647751396,22,31199.985761270254,644,3211.8104817384665,2118.4144031214873,1354.6990425956633,31188.328944958535,Cryptocurrency,Low,Retirement,False,Poor,False,Reduce Expenses
56,Suburban,Married,1,Self-Employed,Full-Time,7731.187136401348,10,33937.727152510095,761,12141.79512329095,1046.1297324956954,733.5768209119835,34123.43699388376,Stocks,High,Travel,True,Average,True,Invest in Stocks
43,Rural,Widowed,0,Retired,Intern,3162.1866968096674,25,23441.270114634266,845,17889.0924567495,1104.2580685658086,840.0965714371857,10498.780515025597,Bonds,High,Retirement,False,Poor,False,Reduce Expenses
28,Suburban,Divorced,2,Employed,Contract,3479.3844064126806,8,26216.088150754607,536,11940.64232604654,1505.1546493087033,1222.2076817105342,26233.260300968708,Cryptocurrency,High,Travel,True,Average,True,Invest in Stocks
69,Suburban,Married,2,Employed,Part-Time,9948.705403302081,13,24645.857373969477,821,7098.941144451694,948.2496473339273,369.5149391414142,6759.22490238066,Stocks,High,Education,True,Average,False,Invest in Stocks
52,Urban,Widowed,0,Unemployed,Full-Time,3068.3685436772034,13,8938.157091853278,729,23523.065031501574,947.8036833595202,511.5753644586147,16791.530038332254,Real Estate,High,Education,True,Good,True,Invest in Stocks
41,Suburban,Married,1,Retired,Full-Time,6522.64592051891,15,0.0,654,15518.370668101361,1086.0074935687355,815.9788408277631,9491.679951380323,None,High,Retirement,False,Good,False,Increase Savings
50,Rural,Widowed,2,Unemployed,Contract,4734.891489176608,15,11566.177562524259,593,2922.2081725911785,1547.9133306057074,1112.4277316962343,12486.298492195645,Cryptocurrency,Low,Save for House,True,Average,False,Increase Savings
37,Urban,Widowed,0,Student,Intern,7655.539252348441,26,0.0,515,6941.956575787578,1444.8024575162806,936.2727501096645,19808.70531126074,Bonds,Low,Healthcare,False,Good,True,Invest in Stocks
44,Suburban,Single,3,Unemployed,Full-Time,4687.250469158743,20,32365.8489551617,406,8899.29720278911,1791.690868750697,647.0214998324459,15030.656745212305,None,High,Healthcare,False,Poor,False,Invest in Stocks
32,Urban,Divorced,0,Employed,Part-Time,4326.731163973091,11,57372.293032964866,663,5253.355807643891,1032.990466018068,486.77074727936076,0.0,Real Estate,Medium,Education,True,Average,True,Increase Savings
50,Urban,Widowed,0,Employed,Part-Time,3757.8738337131454,4,35177.82745295536,407,13513.104363092802,985.5807499654062,456.93458646443463,15596.841231212395,Stocks,Low,Education,False,Average,False,Reduce Expenses
69,Suburban,Married,0,Self-Employed,Part-Time,6461.141752255962,3,15781.430908506323,594,10533.07037943903,844.169040325297,1010.4815452847979,19278.766961437726,Cryptocurrency,High,Retirement,True,Average,False,Invest in Stocks
24,Rural,Divorced,1,Student,Part-Time,7834.2498076956,2,20250.59761404327,685,7846.403171978031,2274.9267727556853,951.0075087862123,10780.456395500938,None,Medium,Save for House,True,Poor,False,Reduce Expenses
51,Suburban,Divorced,4,Self-Employed,Intern,8850.441575664467,12,37308.79503719216,534,12268.585369554792,2091.6642248867784,830.4931580228047,3331.530928706543,Stocks,High,Healthcare,False,Good,False,Increase Savings
62,Suburban,Divorced,3,Student,Full-Time,3704.149145525827,24,10986.274453749245,649,10110.389004270555,836.8383063250503,855.0310256297618,25551.80149589151,Real Estate,Medium,Healthcare,True,Average,False,Reduce Expenses
68,Suburban,Single,1,Employed,Part-Time,5649.160870739477,1,21994.059006536037,523,9197.633418845877,1135.0383657013463,256.5979400831194,19022.201674803397,Bonds,Medium,Travel,False,Average,True,Reduce Expenses
63,Suburban,Widowed,0,Unemployed,Part-Time,5442.511108924655,22,0.0,730,5489.339213864343,1179.6325110992625,783.8402282340759,22858.85879361203,Bonds,Medium,Save for House,False,Poor,False,Reduce Expenses
59,Suburban,Widowed,3,Employed,Intern,8998.248802017635,3,3251.616852573432,419,2943.7885428258023,1890.8100432192982,220.8874203615478,17523.11571263346,None,Low,Healthcare,False,Average,True,Invest in Stocks
22,Rural,Widowed,1,Self-Employed,Part-Time,3327.777820288564,23,11459.479915155633,676,9979.102697058037,690.1899456287606,646.6656028233542,16718.54776050336,Real Estate,Medium,Retirement,True,Average,False,Reduce Expenses
47,Urban,Widowed,2,Self-Employed,Contract,6338.4618743898955,28,29544.000501597773,792,5044.465050481644,2669.074985407038,434.6193197226804,20203.828197913033,Cryptocurrency,High,Retirement,True,Average,True,Increase Savings
45,Rural,Married,3,Unemployed,Intern,4628.4722028244305,27,8485.26155536999,367,15956.016934322908,1831.740352780803,1116.9563093177264,28980.468493252094,Cryptocurrency,Medium,Healthcare,False,Poor,True,Reduce Expenses
35,Suburban,Widowed,4,Retired,Contract,0.0,29,29277.192249928783,422,6190.940464154362,1927.071955823776,1399.4858824052667,42823.861893168374,None,High,Healthcare,False,Average,False,Invest in Stocks
53,Urban,Divorced,4,Employed,Intern,3900.1557820005182,9,22747.41830233528,467,6606.889587968813,1115.5055708384557,325.16515627308485,20558.555796747318,Stocks,Low,Retirement,False,Good,True,Reduce Expenses
20,Urban,Widowed,3,Self-Employed,Full-Time,6897.746088524617,18,47890.26909491369,691,16999.394629361082,1589.8712737364185,1300.1423813676838,32068.022572581234,Bonds,Low,Education,False,Good,True,Increase Savings
38,Urban,Widowed,3,Retired,Intern,4057.1527076695897,2,3867.2804761320986,589,8692.247809004439,1318.612127864395,1011.5535599565703,13834.512582980522,Bonds,Medium,Save for House,True,Average,False,Invest in Stocks
63,Rural,Widowed,0,Retired,Part-Time,924.6827538803145,14,0.0,734,16711.91535999867,717.3432059854781,673.0579961548385,48552.74268251691,Cryptocurrency,High,Retirement,False,Average,True,Invest in Stocks
33,Rural,Widowed,0,Employed,Full-Time,3694.9497908400745,24,0.0,328,8872.5083225428,677.5584075116127,323.14013726714825,21721.74308234322,Stocks,High,Save for House,False,Poor,True,Reduce Expenses
54,Rural,Single,0,Self-Employed,Contract,1581.7024229800372,24,17771.547351713158,714,7250.787104907531,1702.3726613936499,654.7579476567013,30110.168877085827,Cryptocurrency,Low,Healthcare,True,Average,True,Invest in Stocks
59,Suburban,Divorced,3,Retired,Contract,8149.071160595282,10,37267.27192416479,729,13300.010938841875,1489.259499432627,961.5722699339137,37345.486763658046,Real Estate,High,Save for House,False,Poor,True,Invest in Stocks
22,Rural,Single,4,Self-Employed,Full-Time,2610.4401917500454,19,22779.850750975787,468,9164.889437073543,1208.8723913085812,320.20575084098806,8527.254970417713,Cryptocurrency,Low,Retirement,False,Average,False,Increase Savings
67,Rural,Divorced,2,Retired,Intern,3259.1246412083688,5,29876.91389257622,754,13890.624424092613,1780.6812726770763,409.42892553234896,12054.694061244645,Stocks,High,Travel,True,Poor,True,Increase Savings
68,Rural,Widowed,4,Employed,Contract,6007.225607846733,3,19256.958471572394,788,12289.476557587615,1777.4991623003348,580.2696363732714,25196.83919857006,Bonds,Low,Healthcare,True,Average,False,Increase Savings
31,Urban,Widowed,0,Employed,Part-Time,4556.053171138112,27,23560.98274283596,769,12408.48519179117,1125.2722573901842,1164.402358277332,13837.231010499438,Bonds,Low,Save for House,False,Poor,True,Increase Savings
48,Urban,Divorced,1,Self-Employed,Contract,6677.942640670175,3,0.0,669,9260.986933839244,2026.0294196676355,620.3759334164952,19187.547458530673,None,Low,Healthcare,True,Good,True,Increase Savings
63,Suburban,Divorced,4,Employed,Part-Time,7503.830266887291,1,48985.55498996143,708,16038.209423417276,1178.0618958706116,445.935815715572,7109.96059617249,Cryptocurrency,Low,Save for House,True,Poor,True,Invest in Stocks
41,Urban,Single,0,Student,Contract,4331.649650071628,26,27236.33051032781,349,18022.028005525637,2751.6316850903513,640.3906681317134,7775.204034978311,Stocks,Medium,Retirement,True,Poor,False,Reduce Expenses
52,Suburban,Single,3,Employed,Contract,5187.373876723168,12,263.2542652334232,315,7873.107465251227,1915.206259035287,602.0564550979451,9468.250430825286,None,High,Healthcare,True,Poor,False,Increase Savings
53,Urban,Married,2,Unemployed,Full-Time,6865.864921807481,26,0.0,439,13817.967910872067,1156.0481461623406,1224.8314118087424,4681.4233977742515,Bonds,Low,Retirement,False,Average,True,Increase Savings
27,Suburban,Married,1,Employed,Contract,3282.4077107972234,14,27996.02275765333,602,17474.937020836176,902.6129078342706,1336.3367320095983,18113.103404927133,Bonds,Medium,Retirement,True,Good,False,Increase Savings
44,Suburban,Single,4,Self-Employed,Intern,4115.347501665088,15,18360.151745307267,836,1635.6427852301786,1868.3857519535275,993.6071117009844,30661.28185106654,Real Estate,High,Save for House,True,Poor,True,Increase Savings
44,Urban,Married,0,Retired,Full-Time,4992.208762009825,8,15752.248708187482,516,13907.083688682764,1231.4004743257829,220.8487599734142,39505.9881696801,Bonds,High,Healthcare,True,Poor,False,Reduce Expenses
40,Urban,Single,4,Student,Part-Time,7393.284593098519,5,41506.15768114077,643,14081.885974853238,1971.8808017262816,1097.4382784236484,1938.6793601234058,Cryptocurrency,Low,Healthcare,False,Poor,True,Invest in Stocks
30,Rural,Single,2,Self-Employed,Full-Time,5182.456522452822,15,11470.741394756997,817,15293.767195858203,1331.1429444717364,391.87938589862665,8494.604559671625,Stocks,Medium,Healthcare,False,Poor,True,Reduce Expenses
33,Rural,Single,1,Self-Employed,Contract,169.9909977313264,3,7252.3030548017505,634,14160.611789461786,1456.9874142774486,627.6760779327049,11247.712283670358,Real Estate,High,Travel,False,Average,False,Reduce Expenses
52,Suburban,Married,4,Retired,Part-Time,8996.549558669323,21,30866.69745156596,331,4434.962370194872,1809.3818066965475,1337.059916595704,34612.39917000329,None,High,Healthcare,True,Poor,False,Reduce Expenses
44,Suburban,Divorced,2,Retired,Full-Time,6103.099184537746,29,29088.47521964369,411,5389.477169620791,1981.2337681806857,494.3916724900769,15084.911746459959,None,High,Retirement,True,Average,True,Invest in Stocks
69,Suburban,Widowed,1,Unemployed,Full-Time,4229.635319368303,22,646.122786612119,595,12265.734697584076,779.530703691736,500.68775064659843,30679.066038963058,None,Low,Save for House,False,Good,False,Reduce Expenses
56,Urban,Married,4,Self-Employed,Full-Time,5750.599959341716,26,31841.496597002217,683,14142.60507401822,1346.9170296913423,955.447418180824,18851.832026578883,Cryptocurrency,Low,Healthcare,True,Average,True,Invest in Stocks
64,Urban,Widowed,0,Student,Full-Time,5619.054851702056,27,49413.706164717005,798,14849.011268377872,1991.011909296959,615.0653425513497,16895.497255179693,Bonds,Medium,Travel,True,Good,False,Reduce Expenses
34,Rural,Widowed,2,Unemployed,Contract,4455.403390118498,13,14966.90286583907,738,13249.770682615792,878.7550660054546,574.5887826792546,33002.33371230968,None,Low,Travel,False,Average,True,Invest in Stocks
65,Urban,Divorced,0,Unemployed,Part-Time,4628.822355238163,6,10885.817219933357,544,13428.654500893492,1620.6642703374882,616.1506565108937,11978.20072663097,Bonds,Low,Retirement,True,Good,True,Invest in Stocks
58,Suburban,Married,2,Student,Full-Time,6063.509612928456,3,9091.371784432382,654,11584.917109309323,1496.6055572296202,743.7439884377103,21205.690213787082,Real Estate,Medium,Travel,True,Good,True,Increase Savings
18,Rural,Widowed,0,Retired,Intern,5510.825696609282,25,32771.130067585684,724,3210.570526324922,1673.7184377080323,1493.315042158502,29663.34092695271,Real Estate,Medium,Save for House,True,Good,True,Invest in Stocks
28,Urban,Divorced,0,Retired,Full-Time,5116.423249672075,15,33326.24870277154,684,16140.636493502696,2148.3315086734847,699.7450830830734,22602.240458052085,Real Estate,High,Healthcare,True,Average,True,Reduce Expenses
29,Suburban,Divorced,4,Self-Employed,Full-Time,6693.912982664612,25,3330.1503288239583,433,5797.108702257731,225.3309040808524,924.8219091595968,35453.730527154934,None,High,Healthcare,True,Average,False,Increase Savings
31,Urban,Single,4,Unemployed,Contract,3359.1748622364466,3,37067.665475773356,562,2704.123221985983,2256.005999553864,1353.3030110416453,39910.79177981483,Real Estate,Medium,Save for House,False,Poor,False,Invest in Stocks
25,Urban,Married,0,Student,Contract,5601.078914795999,26,39133.23919115793,832,770.8830407832647,1609.2823802309852,1080.827601734553,22614.75179896407,Cryptocurrency,Medium,Travel,False,Average,True,Reduce Expenses
48,Urban,Widowed,2,Student,Intern,5587.480743633158,13,24418.991176510535,822,13716.315766319698,1838.3615932751459,570.7186240695314,27168.022177508403,Bonds,High,Travel,True,Average,True,Increase Savings
24,Suburban,Divorced,4,Student,Intern,1503.0283296601729,20,0.0,339,11598.001001784312,1670.2859582283322,634.9762261651982,16756.660795298565,Real Estate,Low,Healthcare,False,Average,False,Reduce Expenses
63,Suburban,Widowed,4,Unemployed,Full-Time,4913.252562865523,25,31885.661794923133,677,9958.383610312078,1873.842159067168,1520.0110717478137,18010.839096602613,Cryptocurrency,High,Travel,False,Poor,False,Reduce Expenses
48,Urban,Married,0,Employed,Full-Time,7082.607750343166,28,0.0,833,11098.92709593939,958.3646872085297,915.8914615440672,17438.414474494137,Real Estate,Low,Save for House,True,Poor,True,Increase Savings
33,Suburban,Single,2,Employed,Part-Time,3783.9407680478425,12,31097.460767721874,567,16049.423726595609,1473.988619196001,1342.2587678089958,24918.17557007911,Stocks,Low,Education,False,Average,False,Increase Savings
59,Urban,Widowed,0,Self-Employed,Intern,5253.651199011027,23,35214.03661478263,581,9506.249399010885,2108.9915703690976,1329.0315422049466,24791.86755282541,None,High,Travel,False,Good,False,Invest in Stocks
56,Rural,Single,3,Unemployed,Part-Time,4982.3668133896435,3,34373.12150418825,428,16341.270680446765,1583.9960602774518,363.1201299384605,21073.865924118418,None,High,Save for House,False,Good,True,Increase Savings
61,Suburban,Divorced,0,Unemployed,Contract,6081.945276132263,23,0.0,544,4539.727457195445,2392.750130699743,796.0745181692358,15253.033636999324,Cryptocurrency,Low,Save for House,False,Good,True,Increase Savings
36,Urban,Single,2,Employed,Full-Time,4085.1753445566555,1,9078.037583700183,657,7815.345738751257,714.4990232305747,820.2006194474765,10582.921459485615,Stocks,Medium,Save for House,True,Poor,True,Invest in Stocks
